"dataset","gamma_r","gamma_l","alpha_r_m","alpha_l_m","n_units","n_regions","w_bar_m","R_local_m","n_bar","ratio"
"Pennsylvania",3,1.136,20174,12447,2572,6,6725,116086,449,17.26
