"label","n_units","n_regions","w_bar_km","R_local_km","ratio","alpha_r","alpha_l","gamma_r_implied","gamma_l_implied"
"Canada CSDs excluding territories",5054,5,8.69,966.1,111.23,22165,76146,3,1.136
